Date,Actual,ARIMA-Total,SARIMAX-Total,LightGBM-Total,ARIMA-Zone,SARIMAX-Zone,LightGBM-Zone,ARIMA-Type,SARIMAX-Type,LightGBM-Type,LSTM-Type,Transformer-Type,Transformer-Zone,LSTM-Total,Transformer-Total,LSTM-Zone
2019-07-23,8700.145999999997,7113.784077562444,6933.893192023255,9010.417287138236,7369.665257343926,7161.458982362367,7780.104327146724,7369.665257343926,6652.26811546307,8070.470447204508,8227.569091796875,8209.026306152344,8065.949523925781,8687.57714844,7777.86962891,8680.67547607
2019-07-24,7382.193666666664,7024.401505561833,7792.394661802142,9094.284523929731,7100.992614638829,7731.181753913241,7975.079527485163,7100.992614638829,7484.954194576454,7656.550555026849,8227.569091796875,8683.371765136719,6513.3411865234375,7404.00683594,7777.86962891,7407.9543457
2019-07-25,7519.154666666667,7237.374780095701,7685.874658606484,8687.705702691848,7428.1165687313,7449.6613327430305,7614.371286753115,7428.1165687313,7272.714532421884,7034.656291769871,8227.569091796875,8947.02734375,6623.086181640625,7499.82226562,7777.86962891,7544.16223145
2019-07-26,7635.814999999998,7502.248223161891,7443.1981595855905,8563.739569112226,7856.192510796573,7671.125992123146,7195.422281059298,7856.192510796573,7940.802247979893,7432.440243953635,8041.2484130859375,7164.0576171875,6952.525085449219,7619.55859375,7777.86962891,7672.02337646
2019-07-27,4129.808333333331,4107.160824315501,3672.339298994082,5029.609483001965,4394.686839818664,4009.888298412912,3815.7428223260977,4394.686839818664,3874.2196921984,3339.811150643236,3272.4938354492188,3995.502197265625,3710.400909423828,4123.20800781,2858.77612305,3884.37539673
2019-07-28,2444.4423333333325,3069.75307410459,3113.0164611696564,3994.940374973467,3476.635944106323,3463.749277846377,3390.490054635701,3476.635944106323,3015.479334734789,2578.5794360564623,3272.4938354492188,2346.239288330078,2027.860412597656,2436.96728516,2858.77612305,2457.3524704
2019-07-29,2964.4971666666656,6903.922856889771,3198.8054382087125,2858.777153400264,6470.78693438203,3436.125360072294,3382.597387866695,6470.78693438203,3277.6903857869675,2877.262313567153,3272.4937133789062,2669.1521606445312,2660.5388793945312,2991.19970703,2996.47241211,3031.06903839
2019-07-30,8436.005333333333,7145.720150671512,7839.978828942139,8509.36194534248,6937.312644318245,7423.1053520085725,7654.216847206855,6937.312644318245,7240.500360603272,8443.941609490204,8041.2484130859375,8351.610595703125,7998.16064453125,8426.67675781,7685.93603516,8401.12353516
2019-07-31,8010.707833333334,6986.358972015123,7632.089202327089,8025.792941727645,6883.782288672833,7290.474457373143,7218.5521403744815,6883.782288672833,7535.022756452558,8107.672200307824,8041.2484130859375,8230.898498535156,7431.657775878906,8046.01611328,7685.93603516,7894.19146729
2019-08-01,6950.051,7934.699670564857,7816.439391592965,8373.401969434392,8070.499272513732,7770.390750286528,7572.765234854734,8070.499272513732,7882.718706635029,8269.723312270187,8041.2484130859375,7470.812438964844,6272.10693359375,6945.16748047,7685.93603516,6934.74813843
2019-08-02,7369.216166666663,7264.1692522249,7440.465787384526,7700.60684597731,7611.093074582037,7725.937684616138,7566.470039584425,7611.093074582037,7616.017663670528,6481.990498121727,7721.406860351562,7310.3336181640625,6539.7198486328125,7370.84277344,7685.93603516,7337.60424805
2019-08-03,3844.278166666666,3837.6722566688863,3458.150936708608,3704.4380731342153,3792.212634308257,3459.9911289601955,3422.022519217492,3792.212634308257,3457.0153201609683,3664.841143600368,3034.3564453125,3846.4259643554688,3421.953186035156,3875.80908203,2996.47241211,3392.98181152
2019-08-04,2408.063166666667,3163.5058048618125,3490.180976748464,3143.952327167747,3239.721521410201,3249.477008099921,3059.528924250022,3239.721521410201,3324.450309397273,3769.443003650849,3034.3564453125,2507.1310119628906,2088.8966369628906,2422.18237305,2996.47241211,2282.95724487
2019-08-05,7061.839999999998,5811.477394615956,7213.086125368992,8076.310048658308,6385.784027790366,7211.565442481965,7814.567243501868,6385.784027790366,7361.052861260054,7265.847961261637,7721.406860351562,8425.22265625,6683.176574707031,7058.52441406,7257.30957031,6994.67022705
2019-08-06,7401.955166666668,6912.73598114787,7653.736098337009,7846.286357725347,7195.238292035768,7350.488743672286,7565.544535204068,7195.238292035768,7541.397191058112,7759.847292518168,7721.406860351562,8250.977478027344,6994.61328125,7427.3046875,7257.30957031,7241.85354614
2019-08-07,7049.474333333333,6989.566653053025,7523.127948546602,7423.6584370760975,6916.840484681421,7733.39235239994,6960.892811826972,6916.840484681421,7517.928450695977,7552.969209957448,7721.406860351562,6969.071716308594,6691.974182128906,7035.97363281,7257.30957031,7044.56295776
2019-08-08,7000.113333333334,7931.982651275964,7266.918193611455,7379.2370572806685,7395.936561050911,7426.604468651187,7391.995687525677,7395.936561050911,7751.479897273864,7434.605818165493,7721.406860351562,7261.221435546875,6545.5697021484375,7009.50830078,7257.30957031,7009.93554688
2019-08-09,7350.914499999999,7680.095573875627,7434.484043529632,7427.358246533039,7344.447425911607,7611.547099520464,7763.929920465733,7344.447425911607,7345.697297139428,7329.3080890054,7136.864990234375,7059.7279052734375,6839.93017578125,7377.96972656,7257.30957031,7319.87719727
2019-08-10,3448.674,3911.6569619882594,3754.790317969212,3534.031755019676,3780.786174094481,3216.723713260412,3310.372414499527,3780.786174094481,3642.171496374749,3785.77133203268,2761.363647460937,3580.84716796875,3159.3922424316406,3442.09130859,3136.50610352,3416.96655655
2019-08-11,2801.8234999999986,2898.0874682985946,3264.7532563323725,3221.271280250774,3021.298377995463,3270.622782360362,2990.7296306919816,3021.298377995463,3033.789925169478,3358.5671373596174,2761.363647460937,2750.4533081054688,2454.654022216797,2769.10009766,3136.50610352,2778.73881793
2019-08-12,3162.3718333333336,6425.263281243304,3260.345261233323,2924.197212351772,6047.370050386794,3236.07453363026,2925.217509672905,6047.370050386794,3260.181359726077,4213.895404096986,2761.363647460937,2884.1163330078125,2817.03759765625,3153.98510742,3187.46069336,3124.95180893
2019-08-13,8042.33266666667,7530.437613275663,7266.490223543971,7241.961508835558,7068.727472517603,7256.823284689958,6513.286294212421,7068.727472517603,7016.996879773178,7429.665534303514,7136.864929199219,7334.31884765625,7287.5614013671875,8041.07617188,7520.83349609,8018.34515381
2019-08-14,7583.610833333334,7174.366748494665,7435.231155861649,6548.855065697017,6854.981510380995,7239.761154347881,6795.359063158721,6854.981510380995,7335.654237074687,7100.288287212867,7136.864929199219,7147.682922363281,7035.404968261719,7570.3984375,7520.83349609,7605.51794434
2019-08-15,6979.175499999997,8152.703844368656,7274.45965377173,7094.271439173628,7492.341797479161,7395.039476382507,7377.531983571434,7492.341797479161,7187.834054389887,7061.618547545156,7136.864929199219,7065.55224609375,6497.688293457031,6976.5234375,7520.83349609,7023.7276001
2019-08-16,6902.791166666664,7840.630427019209,7417.33199880846,7073.30713997498,7360.6120614871215,7330.315821032455,7200.837767084808,7360.6120614871215,7433.982422249808,6683.869982822298,7591.430297851562,7125.892028808594,6449.494140625,6901.75341797,7520.83349609,6900.38256836
2019-08-17,2758.533666666668,4137.811396530625,3307.934464628156,3877.536674673116,3662.888496417087,3475.382808389173,3865.825021599017,3662.888496417087,3556.821025355124,3414.93057685116,3314.16552734375,3103.984619140625,2722.227813720703,2743.08374023,3187.46069336,2680.56016159
2019-08-18,3798.1185,3112.6333665159013,3183.9476751301245,3569.5029879097137,2917.8258356636456,3174.1578444509205,3110.293252739234,2917.8258356636456,3103.278410653026,3416.3595819453485,3314.16552734375,3303.8140258789062,3100.034118652344,3777.59350586,3187.46069336,3754.67853546
2019-08-19,8308.345500000001,6216.398916264153,7303.856228807664,7472.506799401475,6570.883692988196,7544.864826910419,7566.513330699868,6570.883692988196,7462.84928584169,7458.015239634154,7591.430297851562,7809.2718505859375,7321.601745605469,8290.35058594,7664.05273438,8395.34729004
2019-08-20,7962.256166666665,7250.578710990101,7532.005583726916,6972.681378160922,7089.696696058161,7443.62037170581,7743.023593137438,7089.696696058161,7433.463738511879,6754.956604379891,7591.430297851562,7638.9365234375,7102.46435546875,7951.8671875,7664.05273438,7878.18994141
2019-08-21,7707.171500000003,7036.291071288682,7485.4813565380755,7267.660566224635,7064.494095558383,7445.714491262486,7511.558804344855,7064.494095558383,7297.5078758684995,6817.40334250105,7591.430297851562,7377.3621826171875,6811.049987792969,7690.79052734,7664.05273438,7657.68203735
2019-08-22,7625.263499999998,7548.866624157397,7448.846623025202,7437.892151824878,7386.81270625775,7341.52888196333,7460.400210557029,7386.81270625775,7365.093191147682,7051.102659424243,7591.430297851562,7212.786560058594,6558.216979980469,7611.59375,7664.05273438,7668.57824707
2019-08-23,7562.552,7584.408191612501,7179.897296102385,7363.113690639087,7500.03051995752,7408.305725941257,7546.293281305698,7500.03051995752,7437.593641237974,7370.0182397954595,7754.345764160156,7524.701171875,6830.0947265625,7551.23925781,7664.05273438,7507.68521118
2019-08-24,3920.1128333333336,3628.413311411112,3124.821253741003,3112.1502380224206,3754.039228665966,3037.8234493181394,3562.15408754681,3754.039228665966,3049.840523342141,3764.434180837104,3387.994537353516,3827.113220214844,3473.3426513671875,3916.69848633,3248.70678711,3955.98026276
2019-08-25,2757.1784999999986,2995.327251221044,3328.9216803269715,2754.820876583572,3046.1735231413973,3353.175149068173,2678.1896816284243,3046.1735231413973,3340.669406251884,3810.910499029892,3387.994537353516,2719.3395080566406,2299.5942993164062,2750.98168945,3248.70678711,2706.30362511
2019-08-26,7881.954666666667,5852.360493785891,7285.535983224388,7266.676356955316,6013.648063379551,7238.744465448115,6836.976148200161,6013.648063379551,7231.495440158497,6261.323975913963,7754.346130371094,8057.78662109375,7062.810119628906,7913.90234375,7259.98535156,7925.38165283
2019-08-27,8078.945333333331,7853.811881949051,7716.96812936792,7205.972889738769,7497.576308714697,7614.728102523763,7796.102918526718,7497.576308714697,7647.168117187413,7661.850030392875,7754.345764160156,8178.44970703125,7256.151733398437,8104.59863281,7259.98535156,7952.98101807
2019-08-28,7254.562666666666,7296.337826940315,7433.099913040105,7523.008923296845,7021.34276051379,7742.700577974905,7453.771232985249,7021.34276051379,7458.167382346841,7237.604466890511,7754.345764160156,7521.081848144531,6716.449096679688,7285.23486328,7259.98535156,7292.03005981
2019-08-29,7024.870666666664,7368.960620710637,7097.2454451185895,7337.030431445142,7692.162669123401,7385.025083808986,7601.860204941012,7692.162669123401,7465.397608240775,7161.952653205527,7754.346130371094,7518.078002929687,6193.022705078125,7057.04638672,7259.98535156,7024.68478394
2019-08-30,6732.7965,7190.457514200589,7354.421037534856,7000.638533228464,7281.604485397564,7485.987576467748,7545.287241870175,7281.604485397564,7429.049000697814,6820.835892651745,7478.81494140625,6974.2012939453125,6142.178161621094,6756.79345703,7259.98535156,6762.57870483
2019-08-31,4730.883,3685.387507032278,3670.593989150497,3497.1176226265616,3721.6699601518703,3412.8944846870686,3455.0683133896086,3721.6699601518703,3504.134647719336,3366.6877859883984,3346.389068603516,4696.540588378906,4105.452331542969,4774.93701172,3829.4296875,4929.09951782
2019-09-01,3384.988499999999,3268.580835169284,3355.2246507966943,3562.154938809041,3070.1352546711573,3145.6274122391187,3171.69517585747,3070.1352546711573,3346.844867925369,3014.9937053388794,3346.389068603516,3410.509521484375,3075.152374267578,3409.41625977,3829.4296875,3411.10381699
2019-09-02,7326.969,6435.294075223585,7476.464135658358,7511.292668178326,6547.928252586484,7725.81746237984,8060.087359317646,6547.928252586484,7509.384709097814,7677.635493443361,7478.81494140625,7623.933715820312,6686.96533203125,7354.11865234,6676.05175781,7298.78790283
2019-09-03,7130.658833333329,7708.90347300266,7342.759465326602,7269.369517319687,7706.303927856173,7591.232141262359,7979.30987423849,7706.303927856173,7565.475883961721,7076.977744183999,7478.81494140625,7911.555725097656,6408.782897949219,7165.63818359,6676.05175781,7121.24682617
2019-09-04,6474.751,7134.794869153616,7558.566516150298,6896.107878808215,7277.112898072778,7524.41129549614,7704.737042922153,7277.112898072778,7536.877385079504,7496.8740100462,7478.81494140625,7052.33740234375,5893.930480957031,6508.19873047,6676.05175781,6478.90649414
2019-09-05,6497.496333333336,7446.879882364188,7599.0603554672,6972.667609659418,7512.57318668083,7518.357270637494,7620.390072678454,7512.57318668083,7591.014118001945,7098.528754437598,7478.81494140625,6944.29248046875,6089.561218261719,6524.49414062,6676.05175781,6513.62762451
2019-09-06,6972.17116666667,7313.14450828547,7356.409763424413,7248.092611791381,7370.926167555332,7469.844369537186,7523.708427351244,7370.926167555332,7272.657153311539,7418.509512709115,7022.331237792969,6581.130920410156,6446.258544921875,6967.78125,6676.05175781,6966.62231445
2019-09-07,4027.668499999999,3979.650541094732,3676.261795902495,3797.27267740618,3940.151796832746,3672.6927629351167,4324.974242906714,3940.151796832746,3675.758100182587,3817.014232494712,3151.2075805664062,4114.278747558594,3561.306884765625,4093.67236328,3391.31274414,4050.91894531
2019-09-08,3063.017,3042.6823782010288,3090.0784132874487,3318.622199983284,3231.890146764656,3317.910566220381,3651.858556646677,3231.890146764656,3435.176310211516,3095.452554327823,3151.2075805664062,3105.270446777344,2690.5852966308594,3095.44848633,3391.31274414,3026.38007355
2019-09-09,7273.231,6534.230886792263,7348.288005885122,7418.181681152134,6518.041874892846,7358.921418956474,7428.2264044025,6518.041874892846,7308.523939388098,7256.563480628992,7022.331237792969,7515.570983886719,6431.472900390625,7289.70507812,7157.83544922,7310.35998535
2019-09-10,7220.309500000003,7730.106680077378,7467.918817540536,6994.578817949152,7739.805021845803,7403.335512059459,7207.18193831713,7739.805021845803,7181.412075153039,6974.646253884377,7022.331237792969,7262.276733398437,6563.015655517578,7262.69580078,7157.83544922,7218.69378662
2019-09-11,7083.987166666667,7085.046814155653,7384.743744578605,7191.475174255362,7024.293677591652,7212.107965509157,7133.453529043076,7024.293677591652,7151.021082630816,7264.890280247861,7022.331237792969,6419.085388183594,6304.810760498047,7113.49804688,7157.83544922,7077.23995972
2019-09-12,6839.305666666664,7376.901228969663,7242.492039321569,7255.923532779663,7395.200517592714,7183.018708762524,6833.257404396301,7395.200517592714,7183.73048564563,7128.97250341352,7022.331237792969,6597.746948242188,5962.1624755859375,6840.20800781,7157.83544922,6894.43487549
2019-09-13,7193.773166666669,7188.882867546428,7260.776927776493,7039.969993554551,7116.941810180004,7332.413660432538,6950.437133856939,7116.941810180004,7124.021232804845,7146.180032048866,7053.690307617188,6826.107055664063,6341.163330078125,7234.80615234,7157.83544922,7165.67999268
2019-09-14,3715.997,4186.880910050729,3508.110158693781,3577.029496693224,4088.0123396054896,3439.827041177896,3365.975471419082,4088.0123396054896,3469.294141270186,3683.0749690498506,3131.2550048828125,3677.0333557128906,3137.908721923828,3869.19360352,3301.23022461,3539.68490601
2019-09-15,2400.255000000001,3284.8748431419767,3222.571016903846,2920.284371497881,3166.339653047262,3249.1671020260324,3034.0917675327464,3166.339653047262,3114.426254997746,2853.845596526254,3131.2550048828125,2349.5877075195312,2045.1342163085933,2446.81347656,3301.23022461,2377.71131134
2019-09-16,6548.519998481634,6553.631773302987,6919.473243916382,7494.937501724215,6363.792943071291,7121.976628559257,7551.309011448438,6363.792943071291,6913.662761692041,7108.822279813125,7053.690307617188,7074.876708984375,5919.96533203125,6609.16308594,6694.94921875,6511.34072876
2019-09-17,6928.479333333336,7518.316454584352,7068.696781312465,6787.429945777526,7352.575422006207,7089.98560248149,7573.019482067651,7352.575422006207,7006.706179572398,6972.417464871055,7053.690307617188,7126.349670410156,6168.515075683594,6757.79150391,6694.94921875,6798.54803467
2019-09-18,7326.964166666667,6818.012280980481,7156.226118674453,7045.4379945820365,6830.930579623849,7188.770485437941,7479.59436935433,6830.930579623849,7090.92974951967,7027.536588720816,7053.690307617188,6872.415283203125,6496.541839599609,7361.18798828,6694.94921875,7267.92202759
2019-09-19,6949.572500000002,7197.405671232096,6967.816040986629,7133.332261891167,7213.608845840847,7172.259498873373,7278.165410875914,7213.608845840847,7228.095861652375,7120.157537700646,7053.690307617188,6827.928466796875,6178.069061279297,6999.59130859,6694.94921875,6963.2387085
2019-09-20,6313.6695,7275.619694006533,7282.653997669537,7303.352114102625,7135.043190909787,7233.195321126087,7227.003516693645,7135.043190909787,7146.400919164192,7119.2844261642895,6948.219543457031,6190.236022949219,5572.824371337891,6342.74169922,6694.94921875,6324.47668457
2019-09-21,3422.706500000001,4147.384931970283,3496.700138213715,3947.427609274652,4022.506918313736,3445.9730360440576,3666.1805780203263,4022.506918313736,3180.546687651067,3901.3968969126126,2985.059051513672,3395.9256286621094,2918.058380126953,3522.57226562,3122.80126953,3505.82648468
2019-09-22,2986.928666666668,3059.444549550367,3009.773771653182,3205.8511380953123,3077.498167116271,3003.891386520066,3276.9380152981425,3077.498167116271,2985.0803023653834,3466.1989742616224,2985.059051513672,2388.7115478515625,2191.190185546875,3016.58276367,3122.80126953,2937.69019318
2019-09-23,6315.725,6434.422388593111,7081.562336236466,7179.270775790587,6399.2253056085465,6926.861990396772,7312.026968196993,6399.2253056085465,7189.948702373004,7142.969787053403,6948.219665527344,6362.599304199219,5797.023864746094,6299.52441406,6916.73583984,6308.73666382
2019-09-24,6736.791333333333,7466.654470592764,6944.942341926762,7228.702687425477,7331.541158554014,6946.615345418095,7423.579332971741,7331.541158554014,7109.761287091014,6734.811382444512,6948.219543457031,6858.258972167969,6058.546081542969,6694.6796875,6916.73583984,6655.62738037
2019-09-25,7101.6165,7047.1968948509575,7115.864795634059,7249.782370178837,6824.613158845928,7131.119885285661,7067.943474399682,6824.613158845928,7097.067053334162,7107.336106260104,6948.219543457031,7116.025207519531,6463.168029785156,7101.63476562,6916.73583984,7121.38317871
2019-09-26,7437.440666666668,7384.811968031083,7008.407495127064,7253.202180072752,7201.092059608731,7046.923517301726,6974.379158360505,7201.092059608731,7148.243887009357,6825.697784131159,6948.219665527344,6343.612121582031,6578.957183837891,7367.13134766,6916.73583984,7454.64593506
2019-09-27,6788.684333333331,7162.561387326086,6937.080258129885,7026.026859291543,7021.559550022171,7033.087290980855,7044.321554590856,7021.559550022171,6866.252267888143,6742.186939145456,6985.294921875,7323.685119628906,6285.301330566406,6754.00390625,6916.73583984,6723.50350952
2019-09-28,2754.250833333333,3944.953556797087,3312.8896872128494,3161.875018652508,3835.788781802439,3260.120059609647,3621.370416426201,3835.788781802439,3214.715911213881,3540.2523052638257,2921.721893310547,2818.539276123047,2447.8158569335938,2786.63696289,2624.81347656,2836.40173721
2019-09-29,2446.873833333332,2939.5612604953426,2949.111692475205,2846.3971363770324,2825.5255257838417,3040.0405198218014,2890.3781834355414,2825.5255257838417,2673.7380673414623,3173.453271412748,2921.7217712402344,2482.0989685058594,2052.28662109375,2453.65966797,2624.81347656,2463.94447708
2019-09-30,7701.418333333336,6522.844262406441,6903.339977501566,7407.341591540917,6310.589036227221,6772.335296018951,7090.784139599926,6310.589036227221,6820.368905384069,7673.28782682668,6985.294921875,6635.0550537109375,6689.644989013672,7785.64355469,7573.09326172,7617.24035645
2019-10-01,7520.312333333331,7466.869677096558,7148.515112093357,6876.261668219469,7168.886113000664,6894.477832553721,7034.568473266925,7168.886113000664,6869.233919493386,6983.635851640504,6985.294921875,7013.700134277344,6555.562896728516,7538.48876953,7573.09326172,7535.47619629
2019-10-02,7470.522333333333,6899.295973779781,6985.77412294306,6717.680528702215,6773.909063318741,6890.88036312998,6823.471079042213,6773.909063318741,6886.929596796759,6869.771608927163,6985.294921875,7332.586669921875,6724.299957275391,7529.28271484,7573.09326172,7409.70245361
2019-10-03,7626.937833333334,7144.280810875308,6832.41804250388,6601.829128541828,7015.081579244101,7019.433877083663,6678.139851014914,7015.081579244101,7041.574786471572,6898.571996023628,6985.294921875,7296.922607421875,6819.537841796875,7680.99023438,7573.09326172,7631.03051758
2019-10-04,6556.885833333336,7088.891748768469,6656.609842608379,6761.973703767154,6951.230775748297,6905.60749576307,6996.264317866708,6951.230775748297,6880.9635929969645,7202.470743552694,7505.426513671875,7064.725769042969,5757.521270751953,6577.79199219,7573.09326172,6479.9175415
2019-10-05,2834.332666666668,4030.295799537323,2977.666902029091,2996.350295395806,3846.1375945603454,3081.272075012721,3753.7742424006888,3846.1375945603454,3020.571238720424,3552.08886926912,3129.354278564453,2701.944732666016,2309.3369140625,2893.55688477,2555.97607422,2836.66359329
2019-10-06,1936.5026666666663,2980.520473802162,2891.55260599208,2970.5564995523773,2990.143597698671,2837.517699787547,3108.1038516932963,2990.143597698671,2725.695162546788,3087.883580026566,3129.354278564453,2043.1877136230469,1636.2336730957031,1953.18017578,2555.97607422,1991.43092728
2019-10-07,6950.135999999998,6310.720756372592,6832.844000821497,7909.80400459337,6177.894776251436,6770.316752319708,7422.461462939178,6177.894776251436,6643.22752926259,7181.974678822764,7505.426513671875,7381.791015625,6533.527160644531,7022.27001953,6806.47460938,6913.78826904
2019-10-08,7119.913499999995,7334.0554051150675,6874.667386771456,7553.083745322174,7168.500998613386,6904.254858394603,7034.731778562895,7168.500998613386,6908.51316921212,7370.715061314762,7505.426513671875,7636.071960449219,6591.5928955078125,7010.74462891,6806.47460938,7047.15960693
2019-10-09,6722.916999999997,6972.142277949546,6982.724719569339,7222.513507842393,6845.116273891231,7093.256880544957,7190.391294941097,6845.116273891231,7011.245937073393,6888.43615534261,7505.426513671875,7544.8695068359375,6357.5404052734375,6831.89453125,6806.47460938,6733.93133545
2019-10-10,6705.379166666668,7310.944287966842,6933.628676091798,7375.807520138891,7146.164214277804,6969.785169182629,7024.818273031111,7146.164214277804,7140.250447766065,6766.436330092185,7505.426513671875,7134.1195068359375,6330.176208496094,6697.29492188,6806.47460938,6700.76184082
2019-10-11,6842.065333333331,7008.8828902982805,6790.854227710815,7248.722237910026,6573.66105769131,6841.448607017774,7061.252992498517,6573.66105769131,6678.35889941432,6721.126547781835,6818.888916015625,6662.11328125,6010.795349121094,6858.26318359,6806.47460938,6761.38378906
2019-10-12,3276.035999999999,3756.061641554968,3094.5273991288145,3234.090972038483,3417.093313509517,3125.051722175627,3691.35680459641,3417.093313509517,2889.173240471462,3526.030023088213,2513.816680908203,3387.9362182617188,2842.936737060547,3194.96655273,3076.28833008,3168.95437622
2019-10-13,2898.5034999999984,2842.706406940072,2512.004513190006,2686.148703433814,2729.0705583147587,2756.246757651367,2759.29346602046,2729.0705583147587,2623.460839586226,3251.276411701888,2513.816680908203,2836.709045410156,2233.8335876464844,2867.65063477,3076.28833008,2869.73300171
2019-10-14,3018.7829999999985,6715.379008123313,3076.556549244734,2627.160035548556,6689.196566080376,3170.123867128334,2053.145316149404,6689.196566080376,3184.373325556504,3984.87812510386,2513.816680908203,3163.1058959960938,2488.0062866210938,2934.78808594,2987.32543945,3088.92614365
2019-10-15,8282.567,7522.346333306888,7179.705521693445,7182.028752508694,7456.089531674993,6888.921666997836,7514.319729262243,7456.089531674993,7011.603059758869,7673.29066872666,6818.888916015625,7161.654846191406,7348.8740234375,8200.43847656,7743.63916016,8291.29986572
2019-10-16,7499.141666666666,7100.543952175643,7191.891246699158,6969.8178635829545,6987.383320939147,6996.810194929771,7163.7316579790695,6987.383320939147,7022.750472188525,7096.771456107455,6818.888916015625,6886.029968261719,6758.498840332031,7468.17138672,7743.63916016,7476.69158936
2019-10-17,7400.758999999999,7257.178703200546,7216.362464813455,6827.158393670441,7024.702744668656,6879.752364445174,6984.967433561564,7024.702744668656,7073.673249114496,7141.8866707701945,6818.888916015625,6704.376403808594,6501.499267578125,7379.02294922,7743.63916016,7445.69921875
2019-10-18,7455.258333333333,6932.308860234034,6692.265208851742,6343.668116109585,6795.717032776147,6899.071822804718,6063.449350070926,6795.717032776147,6874.297265641934,6926.096832095659,7501.912170410156,7396.861145019531,6460.79541015625,7421.65820312,7743.63916016,7497.38061523
2019-10-19,3065.820999999998,3788.504233031468,2932.4819758802923,3493.275286662247,3623.528508662531,3031.212622548459,3082.596266560787,3623.528508662531,3080.6784705711,2949.5925065048164,2798.045928955078,3113.8219604492188,2646.4671325683594,3017.4128418,2987.32543945,3166.24424362
2019-10-20,2792.318,2962.5278396877693,2708.789423075663,3264.979059441416,3062.2930717092386,2919.3857831534883,2886.3184810739376,3062.2930717092386,2786.6229553454004,2858.818769025293,2798.045928955078,2763.714904785156,2474.2560119628906,2770.16333008,2987.32543945,2783.05739594
2019-10-21,7658.159500000003,6419.49744027484,7182.516637500579,7432.128973334764,6472.587426062346,7150.610775680739,7198.07100992804,6472.587426062346,7264.062603496297,6968.272147456471,7501.912170410156,7587.775085449219,7098.538024902344,8883.33398438,7701.76123047,7615.99389648
2019-10-22,7696.203641096767,7343.71485853791,7311.276319684364,7591.952577285713,7142.375842583262,7337.712675408103,7203.542139165272,7142.375842583262,7295.037425280118,6896.4348293558405,7501.912170410156,7406.087341308594,6717.848937988281,7704.08691406,7701.76123047,7673.53289795
2019-10-23,3080.3600160477954,6834.115664113882,2990.274746144856,3727.533858890357,6849.973406657495,3051.0954563773034,3165.115195136608,6849.973406657495,3287.842747506359,3568.3513679257903,2798.045928955078,3212.0733947753906,2679.150848388672,3106.40185547,3448.04248047,2954.74215698
2019-10-24,7592.9675160477955,7405.350739632102,7223.84833713763,7788.775407147004,7131.072715095382,7180.522871178488,7359.773422557399,7131.072715095382,7334.1114533514465,7456.089042583782,7501.912170410156,7642.059753417969,6907.2686767578125,7586.63037109,7701.76123047,7564.01501465
2019-10-25,7977.94434938113,7295.167504800099,6999.555180338193,7724.365580001778,7037.671798223591,7160.644316383105,7263.160870269437,7037.671798223591,7137.430714181818,7066.143133731497,7737.156188964844,7741.390869140625,7218.473999023437,7962.9453125,7701.76123047,7943.12115479
2019-10-26,3507.886182714464,3583.333946135056,3330.2393109106,3413.6879488278987,3627.878076050909,3117.080331800776,3666.249163985528,3627.878076050909,3291.968775412492,2939.8801874161286,2851.590789794922,3208.6278076171875,3036.2455444335938,3497.5,3448.04248047,3531.78184509
2019-10-27,3760.0671827144615,2947.623960740621,2900.7991369742176,3083.2109692747404,2802.198920189149,3019.8232949430035,2909.1294389315035,2802.198920189149,3192.6856453603164,2741.1423079895244,2851.590789794922,3498.64697265625,3090.7755432128906,3716.97631836,3448.04248047,3809.36045837
2019-10-28,7928.183182714461,6140.84834197044,7401.52882876092,8261.450489744537,6321.058768440949,7774.000796589228,8037.067606728112,6321.058768440949,7821.640043471062,7685.4968121210095,7737.156188964844,7672.091064453125,7253.302185058594,7100.70410156,6971.171875,7900.45397949
2019-10-29,7414.692682714465,8044.5884370077565,7378.636884960404,7712.641010272986,7655.442213748239,7695.104475166886,8001.746832391745,7655.442213748239,7706.162152024575,7496.431390170253,7737.156188964844,7271.090759277344,6579.723205566406,7407.50683594,6971.171875,7428.22961426
2019-10-30,6578.53634938113,7279.38085192752,7238.381416408505,6971.900222112627,6729.826542672682,7548.112405368765,7088.258407609146,6729.826542672682,7424.714612895897,7535.006725865007,7737.156188964844,7131.126220703125,5897.204345703125,6603.37890625,6971.171875,6580.89706421
2019-10-31,6661.6205010224,7220.214566287018,7470.872710825603,6997.855803846504,7226.680196099778,7474.493241933206,7399.245843101055,7226.680196099778,7479.610304228517,7390.65227370741,7737.156188964844,7462.1005859375,5793.582214355469,6639.56005859,6971.171875,6652.07296753
2019-11-01,6956.191516047792,6760.33735629453,7385.972677974377,7504.618023696447,7087.106214219492,7394.17458740266,7203.863834200129,7087.106214219492,7358.534746226799,6853.78253496099,7356.331237792969,6721.201416015625,5892.542541503906,6972.74804688,6971.171875,6927.42755127
2019-11-02,3681.289516047797,3642.459614330075,3388.820434594885,3792.705204558392,3844.683231976852,3341.123551496925,3356.8297297280624,3844.683231976852,3573.102543629721,3400.7299028663865,2760.251373291016,3648.0629272460938,3221.0302734375,3732.74047852,3497.96459961,3634.51677704
